ROP,Depth,WOB,SPP,RPM,MW,Temperature,Q,Bit diameter,ECD,Formation pressure gradient,Porosity,FV,Solid content,FL
1.61,1202,99.5,4.9,80,1.14,33,1.893,311.1,1.15,1.02,1.21,55.82608696,0.3,4
1.41,1203,96.5,5.4,80,1.14,33,1.887,311.1,1.15,1.02,1.21,56,0.3,4
1.55,1204,100.9,5.4,80,1.14,33,1.882,311.1,1.15,1.02,1.21,55.96153846,0.3,3.992307692
1.4,1205,97.6,5.4,80,1.14,33,1.878,311.1,1.15,1.02,1.21,55.92307692,0.3,3.984615385
1.44,1206,97.3,5.4,80,1.14,33,1.876,311.1,1.15,1.02,1.21,55.88461538,0.3,3.976923077
1.22,1207,94.5,5.4,80,1.14,33,1.865,311.1,1.15,1.02,1.21,55.84615385,0.3,3.969230769
1.2,1208,97.5,5.4,80,1.14,33,1.868,311.1,1.15,1.02,1.21,55.80769231,0.3,3.961538462
1.06,1209,98.1,5.4,80,1.14,33,1.878,311.1,1.15,1.02,1.21,55.76923077,0.3,3.953846154
1.26,1210,95,5.4,80,1.14,34,1.875,311.1,1.15,1.02,1.21,55.73076923,0.3,3.946153846
1.27,1211,95.4,4.9,80,1.14,34,1.871,311.1,1.15,1.02,1.21,55.69230769,0.3,3.938461538
1.17,1212,97.8,4.9,80,1.14,34,1.88,311.1,1.15,1.02,1.21,55.65384615,0.3,3.930769231
1.31,1213,100.3,5.4,80,1.14,34,1.876,311.1,1.15,1.02,1.21,55.61538462,0.3,3.923076923
1.01,1214,72.8,5.4,80,1.14,34,1.875,311.1,1.15,1.02,1.21,55.57692308,0.3,3.915384615
0.73,1215,69.3,5.4,80,1.14,34,1.871,311.1,1.15,1.02,1.21,55.53846154,0.3,3.907692308
1.27,1216,68.6,4.9,80,1.14,34,1.877,311.1,1.15,1.02,1.21,55.5,0.3,3.9
1.61,1217,68.3,5.4,80,1.14,35,1.886,311.1,1.15,1.02,1.21,55.46153846,0.3,3.892307692
1.53,1218,67,4.9,80,1.14,35,1.886,311.1,1.15,1.02,1.21,55.42307692,0.3,3.884615385
1.35,1219,67.4,5.4,80,1.14,35,1.885,311.1,1.15,1.02,1.21,55.38461538,0.3,3.876923077
1.13,1220,67.1,5.4,80,1.14,35,1.887,311.1,1.15,1.02,1.21,55.34615385,0.3,3.869230769
1.28,1221,70.1,4.9,80,1.14,35,1.883,311.1,1.15,1.02,1.21,55.30769231,0.3,3.861538462
1.26,1222,70.2,5.4,80,1.14,35,1.881,311.1,1.15,1.02,1.21,55.26923077,0.3,3.853846154
1.19,1223,35.2,5.4,80,1.14,35,1.88,311.1,1.15,1.02,1.2,55.23076923,0.3,3.846153846
0.92,1224,29.8,5.4,80,1.14,35,1.858,311.1,1.15,1.02,1.2,55.19230769,0.3,3.838461538
0.81,1225,68.4,5.4,80,1.14,34,1.857,311.1,1.15,1.02,1.2,55.15384615,0.3,3.830769231
1.09,1226,67.8,4.9,80,1.14,34,1.856,311.1,1.15,1.02,1.2,55.11538462,0.3,3.823076923
1.26,1227,67.5,4.9,80,1.14,34,1.855,311.1,1.15,1.02,1.2,55.07692308,0.3,3.815384615
1.13,1228,70,5.4,80,1.14,35,1.856,311.1,1.15,1.02,1.2,55.03846154,0.3,3.807692308
0.75,1229,70.4,4.9,80,1.14,35,1.855,311.1,1.15,1.02,1.2,55,0.3,3.8
1.06,1230,67,4.9,80,1.14,34,1.854,311.1,1.15,1.02,1.2,55,0.305882353,3.811764706
1.5,1231,73.3,4.9,80,1.14,35,1.853,311.1,1.15,1.02,1.2,55,0.311764706,3.823529412
0.91,1232,69.9,4.9,80,1.14,34,1.863,311.1,1.15,1.02,1.2,55,0.317647059,3.835294118
1.38,1233,41.3,5.4,80,1.14,34,1.87,311.1,1.15,1.02,1.19,55,0.323529412,3.847058824
1.2,1234,0,4.9,80,1.14,35,1.878,311.1,1.15,1.02,1.19,55,0.329411765,3.858823529
1.61,1235,68.8,4.9,80,1.14,34,1.837,311.1,1.15,1.02,1.19,55,0.335294118,3.870588235
1.33,1236,69.6,5.4,80,1.14,35,1.876,311.1,1.15,1.02,1.19,55,0.341176471,3.882352941
1.23,1237,73.1,5.4,80,1.14,35,1.877,311.1,1.15,1.02,1.19,55,0.347058824,3.894117647
0.68,1238,66,5.4,80,1.14,35,1.874,311.1,1.15,1.02,1.19,55,0.352941176,3.905882353
1.2,1239,70.4,5.4,80,1.14,35,1.873,311.1,1.15,1.02,1.19,55,0.358823529,3.917647059
0.98,1240,71.7,4.9,80,1.15,35,1.878,311.1,1.16,1.02,1.26,55,0.364705882,3.929411765
0.9,1241,71,5.4,80,1.15,35,1.88,311.1,1.16,1.02,1.26,55,0.370588235,3.941176471
0.86,1242,70.1,5.4,80,1.15,36,1.883,311.1,1.16,1.02,1.26,55,0.376470588,3.952941176
0.71,1243,54,5.4,80,1.15,35,1.869,311.1,1.16,1.02,1.25,55,0.382352941,3.964705882
0.67,1244,70.6,5.4,80,1.15,35,1.872,311.1,1.16,1.02,1.25,55,0.388235294,3.976470588
1,1245,69.9,4.9,80,1.15,35,1.859,311.1,1.16,1.02,1.25,55,0.394117647,3.988235294
1.5,1246,69.1,5.4,80,1.15,35,1.856,311.1,1.16,1.02,1.25,55,0.4,4
1.71,1247,14.9,5.4,35,1.15,35,1.849,311.1,1.16,1.02,1.25,54.8125,0.39375,4
1.07,1248,17.8,4.9,35,1.15,35,1.815,311.1,1.16,1.02,1.25,54.625,0.3875,4
1.34,1249,30.8,4.9,35,1.15,35,1.814,311.1,1.16,1.02,1.25,54.4375,0.38125,4
1.82,1250,26.1,5.4,35,1.15,35,1.813,311.1,1.16,1.02,1.25,54.25,0.375,4
1.55,1251,31.3,5.4,35,1.15,35,1.816,311.1,1.16,1.02,1.25,54.0625,0.36875,4
1.38,1252,28.1,5.4,35,1.15,35,1.814,311.1,1.16,1.02,1.25,53.875,0.3625,4
1.36,1253,24.6,5.4,35,1.15,35,1.818,311.1,1.16,1.02,1.25,53.6875,0.35625,4
1.23,1254,30.5,5.4,35,1.15,35,1.815,311.1,1.16,1.02,1.24,53.5,0.35,4
1.01,1255,30.8,5.4,35,1.15,34,1.861,311.1,1.16,1.02,1.24,53.3125,0.34375,4
0.94,1256,78.7,5.4,35,1.15,35,1.868,311.1,1.16,1.02,1.24,53.125,0.3375,4
0.8,1257,81.4,4.9,35,1.15,35,1.845,311.1,1.16,1.02,1.24,52.9375,0.33125,4
0.85,1258,75.8,5.4,35,1.15,35,1.838,311.1,1.16,1.02,1.24,52.75,0.325,4
0.88,1259,77.8,5.4,35,1.15,34,1.857,311.1,1.16,1.02,1.24,52.5625,0.31875,4
0.96,1260,76.2,5.4,35,1.15,34,1.858,311.1,1.16,1.02,1.24,52.375,0.3125,4
0.93,1261,76.2,5.4,35,1.15,34,1.861,311.1,1.16,1.02,1.24,52.1875,0.30625,4
0.96,1262,62.3,4.9,35,1.15,34,1.861,311.1,1.16,1.02,1.24,52,0.3,4
0.7,1263,70.7,5.4,35,1.15,32,1.922,311.1,1.16,1.02,1.24,52.07142857,0.3,4
0.9,1264,72,5.4,35,1.14,32,1.921,311.1,1.16,1.02,1.24,52.14285714,0.3,4
1.36,1265,74.3,4.9,35,1.15,33,1.919,311.1,1.16,1.02,1.24,52.21428571,0.3,4
1.45,1266,74,4.9,35,1.15,33,1.908,311.1,1.16,1.02,1.24,52.28571429,0.3,4
1.36,1267,66.5,4.9,35,1.15,33,1.912,311.1,1.16,1.02,1.24,52.35714286,0.3,4
0.69,1268,72.9,4.6,35,1.15,34,1.913,311.1,1.16,1.02,1.24,52.42857143,0.3,4
0.97,1269,77.7,6,35,1.15,34,1.843,311.1,1.16,1.02,1.24,52.5,0.3,4
0.84,1270,73.1,5,35,1.15,34,1.832,311.1,1.16,1.02,1.24,52.57142857,0.3,4
1.06,1271,71.2,4.9,35,1.16,34,1.832,311.1,1.16,1.02,1.24,52.64285714,0.3,4
0.9,1272,73,5.4,35,1.15,34,1.834,311.1,1.16,1.02,1.24,52.71428571,0.3,4
0.83,1273,77.6,5.3,35,1.15,34,1.833,311.1,1.16,1.02,1.24,52.78571429,0.3,4
1.24,1274,77,4.9,35,1.15,34,1.83,311.1,1.16,1.02,1.23,52.85714286,0.3,4
1.19,1275,73.3,5.9,35,1.15,34,1.832,311.1,1.16,1.02,1.23,52.92857143,0.3,4
1.04,1276,55.7,5,35,1.15,34,1.838,311.1,1.16,1.02,1.23,53,0.3,4
1.49,1277,42.6,5.2,35,1.15,31,1.856,311.1,1.16,1.02,1.23,53,0.307692308,3.976923077
1.44,1278,31,4.9,35,1.15,31,1.861,311.1,1.16,1.02,1.23,53,0.315384615,3.953846154
1.2,1279,38.3,4.7,35,1.15,32,1.862,311.1,1.16,1.02,1.23,53,0.323076923,3.930769231
1.2,1280,27.1,4,35,1.15,32,1.865,311.1,1.16,1.02,1.23,53,0.330769231,3.907692308
0.81,1281,42.9,4.4,35,1.15,32,1.828,311.1,1.16,1.02,1.23,53,0.338461538,3.884615385
0.88,1282,20.2,4.5,35,1.15,32,1.823,311.1,1.16,1.02,1.23,53,0.346153846,3.861538462
1.15,1283,47.1,4.4,35,1.15,32,1.81,311.1,1.16,1.02,1.23,53,0.353846154,3.838461538
1.28,1284,92.4,4.6,35,1.15,32,1.818,311.1,1.16,1.02,1.23,53,0.361538462,3.815384615
1.41,1285,55.4,4.6,35,1.16,32,1.792,311.1,1.16,1.02,1.22,53,0.369230769,3.792307692
1.43,1286,46.9,4.2,35,1.15,32,1.8,311.1,1.16,1.02,1.22,53,0.376923077,3.769230769
1.37,1287,70.7,4.4,35,1.16,32,1.797,311.1,1.16,1.02,1.22,53,0.384615385,3.746153846
1.47,1288,57.2,4.5,35,1.15,32,1.8,311.1,1.16,1.02,1.22,53,0.392307692,3.723076923
1.25,1289,46.5,5.1,35,1.16,32,1.818,311.1,1.16,1.02,1.22,53,0.4,3.7
0.6,1290,65.7,5.4,35,1.15,31,1.862,311.1,1.16,1.02,1.22,52.94736842,0.4,3.705263158
0.68,1291,58.1,4.6,35,1.15,32,1.864,311.1,1.16,1.02,1.22,52.89473684,0.4,3.710526316
0.71,1292,74.5,4.5,35,1.15,32,1.865,311.1,1.16,1.02,1.22,52.84210526,0.4,3.715789474
2.34,1293,121.8,4.7,35,1.15,33,1.861,311.1,1.16,1.02,1.22,52.78947368,0.4,3.721052632
1.4,1294,67.6,4.7,35,1.15,33,1.865,311.1,1.16,1.02,1.22,52.73684211,0.4,3.726315789
2.02,1295,101.7,5,35,1.15,33,1.881,311.1,1.16,1.02,1.22,52.68421053,0.4,3.731578947
1.44,1296,65.2,4.7,35,1.15,33,1.885,311.1,1.16,1.02,1.22,52.63157895,0.4,3.736842105
1.39,1297,58.9,5.1,35,1.15,33,1.887,311.1,1.16,1.02,1.22,52.57894737,0.4,3.742105263
1.62,1298,37,4.9,35,1.15,33,1.886,311.1,1.16,1.02,1.22,52.52631579,0.4,3.747368421
1.37,1299,64,5,35,1.16,34,1.887,311.1,1.16,1.02,1.22,52.47368421,0.4,3.752631579
1.01,1300,54.3,4.8,35,1.15,33,1.892,311.1,1.16,1.02,1.22,52.42105263,0.4,3.757894737
1.04,1301,52.4,5,35,1.16,33,1.883,311.1,1.16,1.02,1.22,52.36842105,0.4,3.763157895
0.86,1302,27.4,4.6,35,1.15,33,1.887,311.1,1.16,1.02,1.22,52.31578947,0.4,3.768421053
1.03,1303,42.2,4.9,35,1.15,33,1.894,311.1,1.16,1.02,1.22,52.26315789,0.4,3.773684211
1.4,1304,58.3,4.2,35,1.15,33,1.894,311.1,1.16,1.02,1.22,52.21052632,0.4,3.778947368
1.03,1305,63.4,4.9,35,1.15,34,1.885,311.1,1.16,1.02,1.21,52.15789474,0.4,3.784210526
1.07,1306,60.4,4.7,35,1.16,34,1.889,311.1,1.16,1.02,1.21,52.10526316,0.4,3.789473684
0.91,1307,77.3,5.2,35,1.16,34,1.78,311.1,1.16,1.02,1.21,52.05263158,0.4,3.794736842
1.18,1308,57.8,4.9,35,1.16,34,1.884,311.1,1.16,1.02,1.21,52,0.4,3.8
1.13,1309,61.5,5,35,1.15,33,1.887,311.1,1.16,1.02,1.21,52,0.4,3.803921569
1.24,1310,78.2,4.9,35,1.16,34,1.885,311.1,1.16,1.02,1.21,52,0.4,3.807843137
1.18,1311,77.1,4.9,35,1.15,34,1.891,311.1,1.16,1.02,1.21,52,0.4,3.811764706
0.83,1312,114.3,4.4,35,1.15,34,1.882,311.1,1.16,1.02,1.21,52,0.4,3.815686275
3.36,1313,78.2,4.3,35,1.15,33,1.878,311.1,1.16,1.02,1.21,52,0.4,3.819607843
1.27,1314,62.6,4.6,35,1.16,34,1.858,311.1,1.16,1.02,1.21,52,0.4,3.823529412
1.3,1315,67.2,4.4,35,1.15,34,1.864,311.1,1.16,1.02,1.21,52,0.4,3.82745098
1.29,1316,67.6,4.6,35,1.15,33,1.867,311.1,1.16,1.02,1.21,52,0.4,3.831372549
1.24,1317,70.9,4.5,35,1.15,33,1.869,311.1,1.16,1.02,1.21,52,0.4,3.835294118
1.13,1318,58.3,4.8,35,1.15,33,1.866,311.1,1.16,1.02,1.21,52,0.4,3.839215686
1.21,1319,68.7,4.8,35,1.15,34,1.87,311.1,1.16,1.02,1.21,52,0.4,3.843137255
1.31,1320,43.6,4.7,35,1.15,34,1.864,311.1,1.16,1.02,1.21,52,0.4,3.847058824
1.52,1321,46.3,4.7,35,1.15,34,1.867,311.1,1.16,1.02,1.21,52,0.4,3.850980392
1.44,1322,59.4,4.2,35,1.16,34,1.871,311.1,1.16,1.02,1.21,52,0.4,3.854901961
1.39,1323,66.7,4.9,35,1.15,34,1.867,311.1,1.16,1.02,1.21,52,0.4,3.858823529
1.33,1324,61.4,4.9,35,1.16,34,1.868,311.1,1.16,1.02,1.21,52,0.4,3.862745098
1.02,1325,71.8,4.6,35,1.16,34,1.869,311.1,1.16,1.02,1.21,52,0.4,3.866666667
0.84,1326,62.7,4.4,35,1.16,34,1.87,311.1,1.16,1.02,1.2,52,0.4,3.870588235
0.8,1327,70.3,4.1,35,1.15,34,1.874,311.1,1.16,1.02,1.2,52,0.4,3.874509804
0.91,1328,78,4.6,35,1.16,34,1.865,311.1,1.16,1.02,1.2,52,0.4,3.878431373
1.17,1329,57.2,4.6,35,1.16,34,1.866,311.1,1.16,1.02,1.2,52,0.4,3.882352941
0.83,1330,47.3,4.9,35,1.17,34,1.861,311.1,1.16,1.02,1.2,52,0.4,3.88627451
1.1,1331,46.6,4.4,35,1.16,32,1.885,311.1,1.16,1.02,1.2,52,0.4,3.890196078
1.17,1332,67,4.9,35,1.15,33,1.887,311.1,1.16,1.02,1.2,52,0.4,3.894117647
1.31,1333,74.4,4.5,35,1.15,33,1.883,311.1,1.16,1.02,1.2,52,0.4,3.898039216
1.73,1334,97,5,35,1.15,33,1.887,311.1,1.16,1.02,1.2,52,0.4,3.901960784
1.42,1335,70.9,4.6,35,1.15,33,1.883,311.1,1.16,1.02,1.2,52,0.4,3.905882353
1.43,1336,69.7,4.4,35,1.15,33,1.879,311.1,1.16,1.02,1.19,52,0.4,3.909803922
1.3,1337,61.7,4.6,35,1.15,34,1.827,311.1,1.16,1.02,1.19,52,0.4,3.91372549
1.51,1338,90.8,3.9,35,1.15,34,1.814,311.1,1.16,1.02,1.19,52,0.4,3.917647059
1.56,1339,77.4,4.1,35,1.15,34,1.815,311.1,1.16,1.02,1.19,52,0.4,3.921568627
1.56,1340,63.4,4.3,35,1.15,34,1.808,311.1,1.16,1.02,1.19,52,0.4,3.925490196
1.37,1341,67,4.6,35,1.16,34,1.814,311.1,1.18,1.02,1.32,52,0.4,3.929411765
1.53,1342,67.1,4.4,35,1.17,34,1.811,311.1,1.18,1.02,1.32,52,0.4,3.933333333
1.59,1343,98.7,4.6,35,1.17,34,1.822,311.1,1.18,1.02,1.32,52,0.4,3.937254902
1.57,1344,55.7,4.6,35,1.17,34,1.822,311.1,1.18,1.02,1.32,52,0.4,3.941176471
1.28,1345,68.5,4.5,35,1.17,34,1.824,311.1,1.18,1.02,1.32,52,0.4,3.945098039
1.42,1346,63.9,4.5,35,1.17,34,1.823,311.1,1.18,1.02,1.31,52,0.4,3.949019608
1.51,1347,48.5,4.7,35,1.17,34,1.822,311.1,1.18,1.02,1.31,52,0.4,3.952941176
1.13,1348,72.6,4.5,35,1.17,34,1.825,311.1,1.18,1.02,1.31,52,0.4,3.956862745
1.23,1349,71.5,4.7,35,1.17,34,1.824,311.1,1.18,1.02,1.31,52,0.4,3.960784314
1.37,1350,71,4.4,35,1.17,34,1.825,311.1,1.18,1.02,1.31,52,0.4,3.964705882
1.21,1351,71.5,4.6,35,1.17,34,1.821,311.1,1.18,1.02,1.31,52,0.4,3.968627451
1.52,1352,84.4,4.6,35,1.17,34,1.82,311.1,1.18,1.02,1.31,52,0.4,3.97254902
1.5,1353,91.3,4.4,35,1.17,34,1.819,311.1,1.18,1.02,1.31,52,0.4,3.976470588
1.74,1354,113.1,4.3,35,1.17,34,1.824,311.1,1.18,1.02,1.31,52,0.4,3.980392157
1.9,1355,28.7,4.3,35,1.17,34,1.823,311.1,1.18,1.02,1.31,52,0.4,3.984313725
1.92,1356,77.6,4.6,35,1.17,34,1.83,311.1,1.19,1.02,1.38,52,0.4,3.988235294
1.83,1357,78.8,4.4,35,1.17,34,1.822,311.1,1.18,1.02,1.31,52,0.4,3.992156863
1.84,1358,77.8,4.5,35,1.17,34,1.816,311.1,1.18,1.02,1.31,52,0.4,3.996078431
1.57,1359,67,4.6,35,1.17,34,1.875,311.1,1.18,1.02,1.31,52,0.4,4
1.24,1360,63.1,4.8,35,1.17,34,1.876,311.1,1.18,1.02,1.31,51.96428571,0.396428571,3.989285714
1.01,1361,69.7,4.5,35,1.17,34,1.877,311.1,1.18,1.02,1.31,51.92857143,0.392857143,3.978571429
1.21,1362,70.6,4.3,35,1.17,34,1.872,311.1,1.18,1.02,1.31,51.89285714,0.389285714,3.967857143
1.51,1363,70.7,4.6,35,1.17,34,1.851,311.1,1.18,1.02,1.31,51.85714286,0.385714286,3.957142857
1.53,1364,80.4,4.6,35,1.17,34,1.856,311.1,1.18,1.02,1.31,51.82142857,0.382142857,3.946428571
1.5,1365,72.2,4.8,35,1.17,34,1.85,311.1,1.18,1.02,1.31,51.78571429,0.378571429,3.935714286
1.32,1366,67.3,4.8,35,1.17,34,1.852,311.1,1.18,1.02,1.31,51.75,0.375,3.925
1.28,1367,72.4,4.8,35,1.17,34,1.847,311.1,1.18,1.02,1.3,51.71428571,0.371428571,3.914285714
1.44,1368,72.3,4.8,35,1.16,34,1.85,311.1,1.18,1.02,1.3,51.67857143,0.367857143,3.903571429
1.39,1369,74.7,4.8,35,1.17,34,1.85,311.1,1.18,1.02,1.3,51.64285714,0.364285714,3.892857143
1.15,1370,66.2,4.6,35,1.17,35,1.843,311.1,1.18,1.02,1.3,51.60714286,0.360714286,3.882142857
1.31,1371,56.4,4.7,35,1.17,35,1.836,311.1,1.18,1.02,1.3,51.57142857,0.357142857,3.871428571
0.91,1372,59.5,4.6,35,1.17,35,1.843,311.1,1.18,1.02,1.3,51.53571429,0.353571429,3.860714286
1.39,1373,68.4,4.7,35,1.17,35,1.842,311.1,1.18,1.02,1.3,51.5,0.35,3.85
1.32,1374,61.7,4.6,35,1.17,35,1.841,311.1,1.18,1.02,1.3,51.46428571,0.346428571,3.839285714
1.35,1375,85.2,4.4,35,1.17,35,1.84,311.1,1.18,1.02,1.3,51.42857143,0.342857143,3.828571429
1.19,1376,71.9,4.7,35,1.17,35,1.841,311.1,1.18,1.02,1.3,51.39285714,0.339285714,3.817857143
1.29,1377,84.2,4.5,35,1.17,35,1.841,311.1,1.18,1.02,1.3,51.35714286,0.335714286,3.807142857
1.2,1378,69.4,4.7,35,1.17,35,1.846,311.1,1.18,1.02,1.3,51.32142857,0.332142857,3.796428571
1.15,1379,72.1,4.5,35,1.17,35,1.838,311.1,1.18,1.02,1.3,51.28571429,0.328571429,3.785714286
1.62,1380,88.5,4.6,35,1.18,35,1.871,311.1,1.18,1.02,1.3,51.25,0.325,3.775
1.37,1381,96.4,4.4,35,1.18,35,1.865,311.1,1.18,1.02,1.3,51.21428571,0.321428571,3.764285714
1.28,1382,91.9,4.9,35,1.17,35,1.868,311.1,1.18,1.02,1.3,51.17857143,0.317857143,3.753571429
1.61,1383,101.8,4.8,35,1.17,35,1.869,311.1,1.18,1.02,1.3,51.14285714,0.314285714,3.742857143
1.59,1384,80.5,4.8,35,1.17,35,1.863,311.1,1.18,1.02,1.3,51.10714286,0.310714286,3.732142857
1.67,1385,83.3,5.1,35,1.17,35,1.869,311.1,1.18,1.02,1.3,51.07142857,0.307142857,3.721428571
1.72,1386,78.4,4.7,35,1.18,35,1.861,311.1,1.18,1.02,1.3,51.03571429,0.303571429,3.710714286
1.3,1387,67.7,4.9,35,1.18,35,1.882,311.1,1.18,1.02,1.29,51,0.3,3.7
1.26,1388,46.9,4.8,35,1.17,34,1.879,311.1,1.18,1.02,1.29,51,0.3,3.7
1.45,1389,72.1,4.6,35,1.17,34,1.876,311.1,1.18,1.02,1.29,51,0.3,3.7
2.18,1390,78.7,4.7,35,1.17,34,1.874,311.1,1.18,1.02,1.29,51,0.3,3.7
1.35,1391,85.2,4.9,35,1.16,34,1.867,311.1,1.18,1.02,1.29,51,0.3,3.7
1.16,1392,74.4,4.8,35,1.16,34,1.871,311.1,1.18,1.02,1.29,51,0.3,3.7
0.95,1393,67.2,4.6,35,1.16,35,1.872,311.1,1.18,1.02,1.29,51,0.3,3.7
0.86,1394,11.8,4.9,35,1.16,35,1.871,311.1,1.18,1.02,1.29,51,0.3,3.7
1.13,1395,75.5,4.5,35,1.15,35,1.857,311.1,1.18,1.02,1.29,51,0.3,3.7
1.51,1396,72.6,4.5,35,1.15,35,1.826,311.1,1.18,1.02,1.29,51,0.3,3.7
1.24,1397,66,4.3,35,1.15,35,1.825,311.1,1.18,1.02,1.28,51,0.3,3.7
1.09,1398,14.1,4.2,35,1.15,35,1.831,311.1,1.18,1.02,1.28,51,0.3,3.7
1.66,1399,78.2,4.5,35,1.16,34,1.817,311.1,1.19,1.02,1.35,51,0.3,3.7
2.55,1400,70.2,4.4,35,1.16,35,1.829,311.1,1.18,1.02,1.28,51,0.3,3.7
1.17,1401,70.8,4.3,35,1.16,34,1.831,311.1,1.18,1.02,1.28,51,0.3,3.7
1.38,1402,72.6,4.4,35,1.16,34,1.825,311.1,1.18,1.02,1.28,51,0.3,3.7
1.21,1403,75.3,4.6,35,1.16,34,1.854,311.1,1.18,1.02,1.28,51,0.3,3.7
1,1404,71.7,4.8,35,1.16,29,1.881,311.1,1.18,1.02,1.28,51,0.3,3.7
0.81,1405,82,4.7,35,1.16,29,1.881,311.1,1.18,1.02,1.28,51,0.3,3.7
1.02,1406,88,4.7,35,1.16,29,1.879,311.1,1.18,1.02,1.28,51,0.3,3.7
1.24,1407,79.2,4.5,35,1.16,29,1.877,311.1,1.18,1.02,1.28,51,0.3,3.7
0.99,1408,81.7,4.8,35,1.16,29,1.881,311.1,1.18,1.02,1.28,51,0.3,3.7
1.03,1409,81.8,4.7,35,1.16,29,1.879,311.1,1.18,1.02,1.28,51,0.3,3.7
0.92,1410,75.2,4.5,35,1.17,29,1.88,311.1,1.18,1.02,1.28,51,0.3,3.7
0.89,1411,66,4.7,35,1.15,29,1.876,311.1,1.16,1.02,1.15,51,0.3,3.7
0.76,1412,64.5,4.7,35,1.15,29,1.883,311.1,1.16,1.02,1.15,51,0.3,3.7
0.91,1413,78.5,4.8,35,1.15,29,1.878,311.1,1.16,1.02,1.15,51,0.3,3.7
1.04,1414,82.9,4.6,35,1.15,29,1.875,311.1,1.16,1.02,1.15,51,0.3,3.7
1.16,1415,23.8,4.4,35,1.14,29,1.874,311.1,1.16,1.02,1.15,51,0.3,3.7
2.3,1416,27.8,4.2,35,1.15,28,1.9,311.1,1.16,1.02,1.15,51,0.3,3.7
1.53,1417,34.6,4.1,35,1.15,28,1.906,311.1,1.16,1.02,1.15,51,0.3,3.7
2.11,1418,19.8,4.2,35,1.15,27,1.891,311.1,1.16,1.02,1.15,51,0.3,3.7
1.71,1419,27.2,4.3,35,1.15,27,1.873,311.1,1.16,1.02,1.15,51,0.3,3.7
1.85,1420,28.6,4.1,35,1.15,27,1.879,311.1,1.16,1.02,1.15,51,0.3,3.7
1.01,1421,25.8,4.2,35,1.15,27,1.882,311.1,1.16,1.02,1.15,51,0.3,3.7
1.15,1422,23.9,4.2,35,1.15,28,1.878,311.1,1.16,1.02,1.15,51,0.3,3.7
0.96,1423,22.5,4.4,35,1.15,28,1.876,311.1,1.16,1.02,1.15,51,0.3,3.7
1.28,1424,31.9,4.1,35,1.15,28,1.878,311.1,1.16,1.02,1.15,51,0.3,3.7
2.12,1425,18.8,4.4,35,1.15,28,1.878,311.1,1.16,1.02,1.15,51,0.3,3.7
3.07,1426,22.4,4.2,35,1.15,28,1.877,311.1,1.16,1.02,1.15,51,0.3,3.7
2.18,1427,20.4,4.3,35,1.15,28,1.88,311.1,1.16,1.02,1.15,51,0.3,3.7
1.79,1428,26.5,4.2,35,1.15,29,1.873,311.1,1.16,1.02,1.14,51,0.3,3.705882353
2.27,1429,23.1,4.3,35,1.15,28,1.88,311.1,1.16,1.02,1.14,51,0.3,3.711764706
1.58,1430,24.4,4.5,35,1.15,28,1.858,311.1,1.16,1.02,1.14,51,0.3,3.717647059
1.47,1431,25.8,4.3,35,1.16,28,1.892,311.1,1.17,1.02,1.2,51,0.3,3.723529412
1.11,1432,26.8,4.4,35,1.16,28,1.886,311.1,1.17,1.02,1.2,51,0.3,3.729411765
1.44,1433,24.4,4.3,35,1.16,28,1.886,311.1,1.17,1.02,1.2,51,0.3,3.735294118
1.77,1434,30,4,35,1.16,28,1.885,311.1,1.17,1.02,1.2,51,0.3,3.741176471
2.18,1435,24.3,4.1,35,1.16,29,1.886,311.1,1.17,1.02,1.2,51,0.3,3.747058824
1.19,1436,25.7,4.3,35,1.16,29,1.884,311.1,1.17,1.02,1.2,51,0.3,3.752941176
1.12,1437,17.3,4.2,35,1.16,29,1.889,311.1,1.17,1.02,1.2,51,0.3,3.758823529
1.06,1438,28,4.2,35,1.16,29,1.892,311.1,1.17,1.02,1.19,51,0.3,3.764705882
1.13,1439,33,4.3,35,1.16,29,1.89,311.1,1.17,1.02,1.19,51,0.3,3.770588235
1.13,1440,32.3,4.4,35,1.16,29,1.885,311.1,1.17,1.02,1.19,51,0.3,3.776470588
1.25,1441,25.7,4.6,35,1.16,29,1.886,311.1,1.17,1.02,1.19,51,0.3,3.782352941
1.64,1442,24.5,4.4,35,1.16,29,1.886,311.1,1.17,1.02,12.83,51,0.3,3.788235294
2.72,1443,25.1,4.2,35,1.16,29,1.892,311.1,1.17,1.02,1.19,51,0.3,3.794117647
2.39,1444,18.1,4.4,35,1.16,29,1.892,311.1,1.17,1.02,1.19,51,0.3,3.8
0.76,1445,29.7,4.5,35,1.16,29,1.898,311.1,1.17,1.02,1.19,51,0.3,3.775
0.99,1446,34.2,4.3,35,1.16,29,1.891,311.1,1.17,1.02,1.19,51,0.3,3.75
1,1447,23,4.1,35,1.16,29,1.859,311.1,1.17,1.02,1.19,51,0.3,3.725
0.54,1448,33.1,3.6,35,1.16,29,1.857,311.1,1.17,1.02,1.19,51,0.3,3.7
0.94,1449,27.9,4.1,35,1.16,25,1.87,311.1,1.17,1.02,1.19,52.125,0.3,3.7375
0.79,1450,23.2,4.1,35,1.16,25,1.86,311.1,1.17,1.02,1.19,53.25,0.3,3.775
2.83,1451,26.7,4.1,35,1.16,25,1.862,311.1,1.17,1.02,1.19,54.375,0.3,3.8125
