ROP,Depth,WOB,SPP,RPM,MW,Temperature,Q,Bit diameter,ECD,Formation pressure gradient,Porosity,FV,Solid content,FL
0.59,10,24.1,0.8,31,1.07,27,1.372,444.5,1.08,1.02,1.48,73,0.2,6
7.77,11,30.4,0.8,31,1.07,27,1.372,444.5,1.08,1.02,1.48,73,0.2,6
7.77,12,31,0.8,32,1.07,27,1.379,444.5,1.08,1.02,1.47,73,0.2,6
0.85,13,24.3,0.8,32,1.06,29,2.634,444.5,1,1.02,1,73,0.2,6
1.1,14,21.8,0.8,32,1.06,28,2.796,444.5,1.08,1.02,1.47,73,0.2,6
1.26,15,19.6,0.9,32,1.06,28,2.802,444.5,1.08,1.02,1.47,73,0.2,6
1.56,16,28.9,0.9,32,1.07,28,2.802,444.5,1.08,1.02,1.47,73,0.2,6
1.63,17,18.3,0.9,32,1.09,28,2.792,444.5,1.08,1.02,1.47,73,0.2,6
2.61,18,37.2,0.8,32,1.08,27,2.799,444.5,1.09,1.02,1.54,73,0.2,6
2.03,19,26.2,0.9,32,1.07,27,2.79,444.5,1.09,1.02,1.54,73,0.2,6
1.92,20,34.9,0.8,32,1.08,27,2.802,444.5,1.09,1.02,1.54,73,0.2,6
2.05,21,25.8,0.9,32,1.08,27,2.802,444.5,1.09,1.02,1.54,73,0.2,6
3.19,22,33.6,0.9,32,1.08,27,2.788,444.5,1.09,1.02,1.54,73,0.2,6
3.09,23,28.9,0.9,32,1.08,26,2.801,444.5,1.09,1.02,1.54,73,0.2,6
3.32,24,22.2,1.1,32,1.07,26,2.8,444.5,1.09,1.02,1.54,73,0.2,6
4.23,25,26.3,0.9,32,1.07,26,2.807,444.5,1.08,1.02,1.47,73,0.2,6
7.2,26,24.9,1,32,1.07,26,2.803,444.5,1.08,1.02,1.47,73,0.2,6
5.65,27,30.7,1,32,1.07,26,2.801,444.5,1.08,1.02,1.47,73,0.2,6
7.48,28,23.7,1,32,1.06,26,2.805,444.5,1,1.02,2.42,73,0.2,6
5.62,29,27.4,1,32,1.06,26,2.798,444.5,1.08,1.02,1.47,73,0.2,6
4.57,30,16.3,0.8,32,1.06,26,2.807,444.5,1.08,1.02,1.47,73,0.2,6
7.66,31,15.7,0.8,31,1.07,26,2.806,444.5,1.08,1.02,1.47,73,0.2,6
7.66,32,48.1,0.9,31,1.09,26,2.708,444.5,1.08,1.02,1.47,73,0.2,6
2.52,33,31.6,0.9,31,1.08,26,2.709,444.5,1.09,1.02,1.54,73,0.2,6
3.99,34,53.9,0.9,31,1.07,26,2.708,444.5,1.09,1.02,1.54,73,0.2,6
2.64,35,41.4,1,31,1.08,26,2.717,444.5,1.09,1.02,1.53,73,0.2,6
4.41,36,49.1,1,31,1.08,26,2.72,444.5,1.09,1.02,1.53,73,0.2,6
2.48,37,24.4,1,31,1.08,26,2.725,444.5,1.09,1.02,1.53,73,0.2,6
0.99,38,18.7,0.9,31,1.08,26,2.727,444.5,1.09,1.02,1.53,73,0.2,6
2.78,39,26.2,0.9,31,1.07,26,2.719,444.5,1.09,1.02,1.53,73,0.2,6
2.7,40,16.6,6.1,30,1.07,26,2.711,444.5,1.08,1.02,1.46,73,0.2,6
4.23,41,48.5,5.9,30,1.07,26,2.663,444.5,1.08,1.02,1.46,73,0.2,6
5.53,42,52,6.4,31,1.07,26,2.664,444.5,1.08,1.02,1.46,73,0.2,6
3.13,43,33.2,6.2,31,1.06,27,2.682,444.5,1,1.02,2.42,73,0.2,6
2.35,44,31.3,6.4,31,1.06,28,2.681,444.5,1.08,1.02,1.46,73,0.2,6
2.61,45,19.7,6.6,31,1.06,28,2.683,444.5,1.08,1.02,1.46,73,0.2,6
2.37,46,24.5,6.2,31,1.07,29,2.688,444.5,1.08,1.02,1.46,73,0.2,6
2.86,47,17,6.4,31,1.09,30,2.684,444.5,1.08,1.02,1.45,73,0.2,6
3.31,48,29.3,6.2,31,1.08,30,2.688,444.5,1.09,1.02,1.52,73,0.2,6
4.26,49,21.6,1.7,31,1.07,30,2.678,444.5,1.09,1.02,1.52,73,0.2,6
4.97,50,69.8,1.8,31,1.08,31,2.735,444.5,1.09,1.02,1.52,73,0.2,6
9.55,51,84,1.7,31,1.08,31,2.725,444.5,1.09,1.02,1.52,73,0.2,6
1.58,52,42.4,1.9,31,1.08,30,2.736,444.5,1.09,1.02,1.52,73,0.2,6
1.45,53,51.8,1.8,31,1.08,30,2.731,444.5,1.09,1.02,1.52,73,0.2,6
1.76,54,30.2,1.8,31,1.07,30,2.735,444.5,1.09,1.02,1.52,73,0.2,6
1.81,55,46.8,1.8,31,1.07,29,2.742,444.5,1.08,1.02,1.45,73,0.2,6
1.63,56,35.7,1.6,31,1.07,29,2.729,444.5,1.08,1.02,1.45,73,0.2,6
3.13,57,70.3,1.6,31,1.07,29,2.727,444.5,1.08,1.02,1.45,73,0.2,6
2.4,58,82.8,1.6,31,1.06,28,2.737,444.5,1,1.02,2.42,73,0.2,6
3.03,59,38.7,2,31,1.06,28,2.736,444.5,1.08,1.02,1.44,73,0.2,6
2.52,60,29.8,2,31,1.06,28,2.719,444.5,1.08,1.02,1.44,73,0.2,6
3.44,61,29.2,2,31,1.07,28,2.732,444.5,1.08,1.02,1.44,73,0.2,6
4.1,62,24.5,1.9,31,1.09,28,2.732,444.5,1.08,1.02,1.44,73,0.2,6
4.69,63,57.6,1.7,31,1.08,28,2.738,444.5,1.09,1.02,1.52,73,0.2,6
2.28,64,89.4,1.9,31,1.07,28,2.716,444.5,1.09,1.02,1.52,73,0.2,6
5.12,65,93.5,1.7,31,1.08,28,2.71,444.5,1.09,1.02,1.52,73,0.2,6
4.01,66,66,2.1,31,1.08,28,2.708,444.5,1.09,1.02,1.52,73,0.2,6
3.34,67,89.8,2.1,31,1.08,28,2.728,444.5,1.09,1.02,1.52,73.25925926,0.2,6.037037037
9.2,68,74.1,1.9,31,1.08,27,2.726,444.5,1.09,1.02,1.52,73.51851852,0.2,6.074074074
4.27,69,96,2,31,1.07,27,2.725,444.5,1.09,1.02,1.51,73.77777778,0.2,6.111111111
3.42,70,61.5,2.1,31,1.06,27,2.716,444.5,1.06,1.02,1.3,74.03703704,0.2,6.148148148
5.37,71,48.7,2.1,31,1.04,27,2.718,444.5,1.06,1.02,1.3,74.2962963,0.2,6.185185185
5.06,72,87.3,2.1,31,1.05,27,2.72,444.5,1.06,1.02,1.3,74.55555556,0.2,6.222222222
5.63,73,55.2,1.9,31,1.05,27,2.717,444.5,1.06,1.02,1.3,74.81481481,0.2,6.259259259
3.44,74,33.3,0,31,1.05,27,2.713,444.5,1.06,1.02,1.3,75.07407407,0.2,6.296296296
10,75,13.2,2,30,1.04,27,2.675,444.5,1.06,1.02,1.3,75.33333333,0.2,6.333333333
16.3,76,59.4,2.1,30,1.04,27,2.672,444.5,1.06,1.02,1.3,75.59259259,0.2,6.37037037
7.26,77,69.4,1.8,30,1.04,27,2.666,444.5,1.06,1.02,1.3,75.85185185,0.2,6.407407407
5.53,78,80,1.9,30,1.04,27,2.672,444.5,1.05,1.02,1.24,76.11111111,0.2,6.444444444
4.06,79,16.7,1.8,31,1.04,27,2.676,444.5,1.07,1.02,1.37,76.37037037,0.2,6.481481481
3.74,80,20.4,0,31,1.03,28,2.675,444.5,1.06,1.02,1.3,76.62962963,0.2,6.518518519
5.57,81,50.1,1.7,31,1.03,28,2.674,444.5,1.06,1.02,1.3,76.88888889,0.2,6.555555556
2.39,82,15.1,2,31,1.04,28,2.678,444.5,1.07,1.02,1.36,77.14814815,0.2,6.592592593
2.93,83,41.1,1.9,30,1.04,28,2.674,444.5,1.06,1.02,1.3,77.40740741,0.2,6.62962963
2.88,84,79.6,1.9,30,1.05,28,2.673,444.5,1.06,1.02,1.3,77.66666667,0.2,6.666666667
5.18,85,37.8,1.7,30,1.05,28,2.659,444.5,1.06,1.02,1.3,77.92592593,0.2,6.703703704
5.62,86,59.9,1.8,31,1.05,28,2.656,444.5,1.06,1.02,1.3,78.18518519,0.2,6.740740741
3.66,87,42.7,2.2,30,1.04,28,2.681,444.5,1.07,1.02,1.36,78.44444444,0.2,6.777777778
2.13,88,12,2.1,31,1.04,29,2.668,444.5,1.06,1.02,1.3,78.7037037,0.2,6.814814815
1.84,89,21.7,2,31,1.04,29,2.674,444.5,1.06,1.02,1.3,78.96296296,0.2,6.851851852
2.04,90,41.7,1.7,31,1.04,29,2.724,444.5,1.07,1.02,1.36,79.22222222,0.2,6.888888889
1.49,91,55.1,1.8,31,1.04,29,2.719,444.5,1.06,1.02,1.3,79.48148148,0.2,6.925925926
1.71,92,46.3,1.8,31,1.04,29,2.7,444.5,1.06,1.02,1.29,79.74074074,0.2,6.962962963
1.79,93,14.1,1.6,31,1.04,29,2.691,444.5,1.06,1.02,1.29,80,0.2,7
1.13,94,17.8,1.5,31,1.05,20,2.73,444.5,1.07,1.02,1.36,80,0.2,6.976190476
1.26,95,89.7,1.7,31,1.05,21,2.743,444.5,1.07,1.02,1.36,80,0.2,6.952380952
1.89,96,14.5,1.7,31,1.05,21,2.727,444.5,1.07,1.02,1.36,80,0.2,6.928571429
1.47,97,70.3,1.6,31,1.04,22,2.728,444.5,1.06,1.02,1.29,80,0.2,6.904761905
3.77,98,97.5,1.6,31,1.04,22,2.705,444.5,1.06,1.02,1.29,80,0.2,6.880952381
9.48,99,40,1.9,31,1.04,22,2.712,444.5,1.07,1.02,1.36,80,0.2,6.857142857
8.16,100,50.8,1.7,31,1.04,22,2.716,444.5,1.07,1.02,1.36,80,0.2,6.833333333
5.89,101,67.4,1.8,31,1.04,22,2.717,444.5,1.07,1.02,1.36,80,0.2,6.80952381
3.21,102,23.8,1.8,31,1.07,22,2.727,444.5,1.07,1.02,1.36,80,0.2,6.785714286
1.92,103,35.4,1.9,31,1.07,22,2.711,444.5,1.07,1.02,1.36,80,0.2,6.761904762
2.46,104,49.6,1.7,31,1.07,23,2.725,444.5,1.07,1.02,1.35,80,0.2,6.738095238
4.79,105,37.3,1.9,31,1.07,23,2.722,444.5,1.07,1.02,1.35,80,0.2,6.714285714
4.26,106,60.2,1.8,31,1.07,23,2.725,444.5,1.07,1.02,1.35,80,0.2,6.69047619
6.05,107,87.3,1.7,31,1.07,23,2.723,444.5,1.07,1.02,1.35,80,0.2,6.666666667
13.25,108,44.7,1.7,31,1.07,23,2.722,444.5,1.07,1.02,1.35,80,0.2,6.642857143
2.51,109,38.6,1.8,31,1.07,23,2.716,444.5,1.07,1.02,1.35,80,0.2,6.619047619
1.93,110,21.7,1.7,31,1.07,23,2.728,444.5,1.07,1.02,1.35,80,0.2,6.595238095
7.14,111,34.8,1.5,31,1.07,23,2.723,444.5,1.07,1.02,1.35,80,0.2,6.571428571
1.19,112,23.7,1.8,31,1.07,23,2.718,444.5,1.07,1.02,1.35,80,0.2,6.547619048
2.59,113,66.5,1.3,31,1.07,23,2.712,444.5,1.07,1.02,1.35,80,0.2,6.523809524
4.74,114,44.8,1.8,31,1.07,23,2.705,444.5,1.07,1.02,1.35,80,0.2,6.5
3.36,115,32.3,1.8,31,1.07,23,2.711,444.5,1.07,1.02,1.34,80,0.2,6.476190476
2.4,116,50.9,1.9,31,1.07,23,2.721,444.5,1.07,1.02,1.34,80,0.2,6.452380952
2.86,117,61.3,1.8,31,1.07,23,2.755,444.5,1.07,1.02,1.34,80,0.2,6.428571429
1.72,118,22.5,1.9,31,1.07,23,2.762,444.5,1.07,1.02,1.34,80,0.2,6.404761905
1.3,119,43.3,0.8,31,1.07,23,2.759,444.5,1.07,1.02,1.34,80,0.2,6.380952381
1.15,120,74.3,1.8,31,1.07,23,2.749,444.5,1.06,1.02,1.28,80,0.2,6.357142857
1.37,121,38.9,1.9,31,1.07,23,2.759,444.5,1.07,1.02,1.34,80,0.2,6.333333333
1.8,122,48.1,1.9,31,1.07,23,2.749,444.5,1.07,1.02,1.34,80,0.2,6.30952381
1.65,123,40.3,1.9,31,1.07,23,2.754,444.5,1.07,1.02,1.34,80,0.2,6.285714286
1.71,124,27.5,1.9,31,1.07,23,2.762,444.5,1.07,1.02,1.34,80,0.2,6.261904762
1.8,125,59.5,1.9,31,1.07,23,2.759,444.5,1.07,1.02,1.34,80,0.2,6.238095238
1.23,126,46,1.9,31,1.07,23,2.755,444.5,1.07,1.02,1.34,80,0.2,6.214285714
1.52,127,92.9,2,31,1.07,23,2.755,444.5,1.07,1.02,1.33,80,0.2,6.19047619
3.06,128,62.5,2,31,1.07,23,2.755,444.5,1.08,1.02,1.4,80,0.2,6.166666667
1.09,129,68.1,1.9,31,1.07,23,2.755,444.5,1.07,1.02,1.33,80,0.2,6.142857143
3.58,130,53.3,2,31,1.07,23,2.759,444.5,1.07,1.02,1.33,80,0.2,6.119047619
3.97,131,36.7,2,31,1.07,23,2.759,444.5,1.07,1.02,1.33,80,0.2,6.095238095
6.91,132,43.5,2,31,1.05,23,2.753,444.5,1.07,1.02,1.33,80,0.2,6.071428571
2.26,133,41.4,2,31,1.05,23,2.751,444.5,1.07,1.02,1.33,80,0.2,6.047619048
2.51,134,46.4,2,31,1.06,23,2.752,444.5,1.08,1.02,1.4,80,0.2,6.023809524
1.54,135,74.9,1.7,31,1.06,23,2.763,444.5,1.07,1.02,1.33,80,0.2,6
1.81,136,42.4,2,31,1.04,23,2.76,444.5,1.07,1.02,1.33,79.94736842,0.2,6.026315789
1.81,137,47,2.1,31,1.05,23,2.765,444.5,1.07,1.02,1.18,79.89473684,0.2,6.052631579
2.3,138,41,2.1,31,1.06,27,1.834,444.5,1.06,1.02,1.12,79.84210526,0.2,6.078947368
2.6,139,50,1.9,31,1.04,27,1.834,444.5,1.06,1.02,1.12,79.78947368,0.2,6.105263158
4.14,140,48,2.1,31,1.05,27,1.834,444.5,1.06,1.02,1.11,79.73684211,0.2,6.131578947
1.61,141,45,1.9,31,1.05,29,1.834,444.5,1.06,1.02,1.11,79.68421053,0.2,6.157894737
3.53,142,47,1.9,31,1.05,28,1.834,444.5,1.06,1.02,1.11,79.63157895,0.2,6.184210526
2.09,143,46,2.2,31,1.04,28,1.854,444.5,1.06,1.02,1.11,79.57894737,0.2,6.210526316
2.5,144,48,2.1,31,1.04,28,1.854,444.5,1.06,1.02,1.11,79.52631579,0.2,6.236842105
4.62,145,51,2.1,31,1.04,28,1.854,444.5,1.06,1.02,1.11,79.47368421,0.2,6.263157895
3.05,146,48,2.1,31,1.04,27,1.854,444.5,1.05,1.02,1.06,79.42105263,0.2,6.289473684
7.5,147,45,2.3,31,1.04,27,1.834,444.5,1.07,1.02,1.17,79.36842105,0.2,6.315789474
4.54,148,45,2.1,31,1.03,27,1.834,444.5,1.06,1.02,1.11,79.31578947,0.2,6.342105263
3.92,149,48,2.1,31,1.03,27,1.834,444.5,1.06,1.02,1.11,79.26315789,0.2,6.368421053
4.58,150,45,2.5,31,1.04,27,1.854,444.5,1.07,1.02,1.17,79.21052632,0.2,6.394736842
3.49,151,47,2.5,31,1.04,26,1.854,444.5,1.06,1.02,1.11,79.15789474,0.2,6.421052632
2.22,152,48,2.4,31,1.05,26,1.834,444.5,1.06,1.02,1.11,79.10526316,0.2,6.447368421
1.86,153,47,2.1,31,1.05,26,1.854,444.5,1.06,1.02,1.11,79.05263158,0.2,6.473684211
2.36,154,48,2.1,31,1.05,26,1.834,444.5,1.06,1.02,1.11,79,0.2,6.5
1.64,155,46,2.1,31,1.04,26,1.834,444.5,1.07,1.02,1.17,78.94736842,0.2,6.526315789
3.08,156,47,2.2,31,1.04,26,1.834,444.5,1.06,1.02,1.11,78.89473684,0.2,6.552631579
2.21,157,46,2.1,31,1.04,26,1.834,444.5,1.06,1.02,1.11,78.84210526,0.2,6.578947368
0.76,158,45,2.4,31,1.04,26,1.854,444.5,1.07,1.02,1.17,78.78947368,0.2,6.605263158
1.33,159,47,2.1,31,1.04,26,1.854,444.5,1.06,1.02,1.11,78.73684211,0.2,6.631578947
2.63,160,47,2.1,31,1.04,26,1.834,444.5,1.06,1.02,1.11,78.68421053,0.2,6.657894737
1.27,161,46,2.4,31,1.04,26,1.854,444.5,1.06,1.02,1.11,78.63157895,0.2,6.684210526
2.63,162,48,2.6,31,1.05,26,1.854,444.5,1.07,1.02,1.17,78.57894737,0.2,6.710526316
1.22,163,46,2.1,31,1.05,26,1.854,444.5,1.07,1.02,1.17,78.52631579,0.2,6.736842105
1.69,164,48,2.2,31,1.05,26,1.854,444.5,1.07,1.02,1.17,78.47368421,0.2,6.763157895
1.17,165,46,2.4,31,1.04,26,1.834,444.5,1.06,1.02,1.11,78.42105263,0.2,6.789473684
1.1,166,45,2.3,31,1.04,26,1.853,444.5,1.06,1.02,1.11,78.36842105,0.2,6.815789474
0.95,167,47,2.4,31,1.04,26,1.834,444.5,1.07,1.02,1.17,78.31578947,0.2,6.842105263
1.61,168,50,2.2,31,1.04,26,1.86,444.5,1.07,1.02,1.17,78.26315789,0.2,6.868421053
3.26,169,46,2.3,31,1.04,26,2.13,444.5,1.07,1.02,1.17,78.21052632,0.2,6.894736842
0.71,170,47,2.1,31,1.07,26,2.537,444.5,1.07,1.02,1.17,78.15789474,0.2,6.921052632
1.8,171,46,2.1,31,1.07,27,2.152,444.5,1.07,1.02,1.16,78.10526316,0.2,6.947368421
4.94,172,45,1.9,31,1.07,28,2.135,444.5,1.07,1.02,1.16,78.05263158,0.2,6.973684211
1.39,173,41,2.2,31,1.07,28,2.156,444.5,1.07,1.02,1.16,78,0.2,7
1.38,174,45,2.2,31,1.07,29,2.154,444.5,1.07,1.02,1.16,78.01538462,0.2,6.984615385
2.1,175,50,2.1,31,1.07,30,2.155,444.5,1.07,1.02,1.16,78.03076923,0.2,6.969230769
1.63,176,49,2.4,31,1.07,30,2.155,444.5,1.07,1.02,1.16,78.04615385,0.2,6.953846154
1.76,177,45,2.2,31,1.07,30,2.141,444.5,1.07,1.02,1.16,78.06153846,0.2,6.938461538
1.79,178,46,1.9,31,1.07,31,2.151,444.5,1.07,1.02,1.16,78.07692308,0.2,6.923076923
3.05,179,48,2,31,1.07,31,2.151,444.5,1.07,1.02,1.16,78.09230769,0.2,6.907692308
2.71,180,48,2.2,31,1.07,30,2.133,444.5,1.07,1.02,1.16,78.10769231,0.2,6.892307692
1.73,181,42,2.1,31,1.07,30,2.136,444.5,1.07,1.02,1.16,78.12307692,0.2,6.876923077
1.74,182,47,2.1,31,1.07,30,2.152,444.5,1.07,1.02,1.16,78.13846154,0.2,6.861538462
1.57,183,46,2.2,31,1.07,29,2.135,444.5,1.07,1.02,1.16,78.15384615,0.2,6.846153846
1.55,184,45,2.1,31,1.07,29,2.149,444.5,1.07,1.02,1.16,78.16923077,0.2,6.830769231
2.2,185,48,2.3,31,1.07,29,1.53,444.5,1.07,1.02,1.16,78.18461538,0.2,6.815384615
1.46,186,43,2.1,31,1.07,28,2.041,444.5,1.07,1.02,1.16,78.2,0.2,6.8
1.42,187,47,2.4,31,1.07,28,2.105,444.5,1.07,1.02,1.16,78.21538462,0.2,6.784615385
7.41,188,48,2.5,31,1.07,28,2.134,444.5,1.06,1.02,1.11,78.23076923,0.2,6.769230769
2.87,189,48,2.1,31,1.07,28,2.315,444.5,1.07,1.02,1.16,78.24615385,0.2,6.753846154
2.71,190,45,2.2,31,1.07,28,2.159,444.5,1.07,1.02,1.16,78.26153846,0.2,6.738461538
5.08,191,43,2.1,31,1.07,28,2.137,444.5,1.07,1.02,1.16,78.27692308,0.2,6.723076923
6.9,192,48,2.1,31,1.07,28,2.14,444.5,1.07,1.02,1.16,78.29230769,0.2,6.707692308
4.62,193,46,2.2,31,1.07,28,2.087,444.5,1.07,1.02,1.16,78.30769231,0.2,6.692307692
3.85,194,50,2.1,31,1.07,28,2.111,444.5,1.07,1.02,1.16,78.32307692,0.2,6.676923077
8.57,195,49,2.3,31,1.07,28,2.106,444.5,1.07,1.02,1.16,78.33846154,0.2,6.661538462
3.13,196,42,2.1,31,1.07,27,2.112,444.5,1.08,1.02,1.22,78.35384615,0.2,6.646153846
3.41,197,47,2.4,31,1.07,27,2.107,444.5,1.07,1.02,1.16,78.36923077,0.2,6.630769231
4.62,198,45,2.1,31,1.07,27,2.085,444.5,1.07,1.02,1.16,78.38461538,0.2,6.615384615
4.48,199,47,2.1,31,1.07,27,1.854,444.5,1.07,1.02,1.16,78.4,0.2,6.6
4.41,200,46,2.4,31,1.05,27,1.834,444.5,1.07,1.02,1.16,78.41538462,0.2,6.584615385
6.52,201,46,2.1,31,1.05,27,1.853,444.5,1.07,1.02,1.16,78.43076923,0.2,6.569230769
3.68,202,48,2.5,31,1.06,27,0.647,444.5,1.08,1.02,1.22,78.44615385,0.2,6.553846154
4.84,203,47,2.1,31,1.06,27,2.085,444.5,1.07,1.02,1.16,78.46153846,0.2,6.538461538
3.97,204,45,2.4,31,1.04,27,2.15,444.5,1.07,1.02,1.17,78.47692308,0.2,6.523076923
3.57,205,45,2.2,31,1.05,27,2.157,444.5,1.07,1.02,1.16,78.49230769,0.2,6.507692308
10.71,206,47,2,31,1.06,27,2.157,444.5,1.06,1.02,1.11,78.50769231,0.2,6.492307692
2.56,207,46,2.1,31,1.04,27,2.154,444.5,1.06,1.02,1.11,78.52307692,0.2,6.476923077
6.19,208,41,2.2,31,1.05,28,2.148,444.5,1.06,1.02,1.11,78.53846154,0.2,6.461538462
4.32,209,48,2.3,31,1.05,28,2.154,444.5,1.06,1.02,1.11,78.55384615,0.2,6.446153846
5.45,210,49,2.4,31,1.05,28,2.136,444.5,1.06,1.02,1.11,78.56923077,0.2,6.430769231
5.45,211,47,2.6,31,1.04,28,2.141,444.5,1.06,1.02,1.11,78.58461538,0.2,6.415384615
11.54,212,45,2.2,31,1.04,28,2.155,444.5,1.06,1.02,1.11,78.6,0.2,6.4
3.49,213,46,1.9,31,1.04,28,2.151,444.5,1.06,1.02,1.11,78.61538462,0.2,6.384615385
7.79,214,48,2,31,1.04,28,2.151,444.5,1.05,1.02,1.05,78.63076923,0.2,6.369230769
9.68,215,46,2.3,31,1.04,28,2.133,444.5,1.07,1.02,1.16,78.64615385,0.2,6.353846154
4.26,216,42,2.1,31,1.03,29,2.131,444.5,1.06,1.02,1.11,78.66153846,0.2,6.338461538
12.77,217,47,2.1,31,1.03,29,2.152,444.5,1.06,1.02,1.11,78.67692308,0.2,6.323076923
12,218,48,2.1,31,1.04,29,2.135,444.5,1.07,1.02,1.16,78.69230769,0.2,6.307692308
7.32,219,45,2.1,31,1.04,29,2.132,444.5,1.06,1.02,1.11,78.70769231,0.2,6.292307692
4.23,220,48,2.3,31,1.05,29,1.53,444.5,1.06,1.02,1.11,78.72307692,0.2,6.276923077
3.68,221,43,2.1,31,1.05,29,2.041,444.5,1.06,1.02,1.11,78.73846154,0.2,6.261538462
6.52,222,45,2.1,31,1.05,20,2.105,444.5,1.06,1.02,1.11,78.75384615,0.2,6.246153846
4.05,223,48,2.1,31,1.04,21,1.89,444.5,1.07,1.02,1.16,78.76923077,0.2,6.230769231
5.56,224,47,2.6,31,1.04,21,2.159,444.5,1.06,1.02,1.11,78.78461538,0.2,6.215384615
9.23,225,45,2.4,31,1.04,22,2.118,444.5,1.06,1.02,1.11,78.8,0.2,6.2
10,226,49,2.6,31,1.04,22,2.137,444.5,1.07,1.02,1.16,78.81538462,0.2,6.184615385
3.9,227,46,2.2,31,1.04,22,2.11,444.5,1.06,1.02,1.11,78.83076923,0.2,6.169230769
4.51,228,48,1.9,31,1.04,22,2.111,444.5,1.06,1.02,1.1,78.84615385,0.2,6.153846154
4.55,229,49,2,31,1.04,22,2.106,444.5,1.06,1.02,1.1,78.86153846,0.2,6.138461538
2.94,230,46,2.3,31,1.05,22,2.112,444.5,1.07,1.02,1.16,78.87692308,0.2,6.123076923
4.11,231,47,2.1,31,1.05,22,2.108,444.5,1.07,1.02,1.16,78.89230769,0.2,6.107692308
2.82,232,45,2.1,31,1.05,23,2.085,444.5,1.07,1.02,1.16,78.90769231,0.2,6.092307692
3.66,233,46,2.1,31,1.04,23,1.854,444.5,1.06,1.02,1.1,78.92307692,0.2,6.076923077
2.14,234,47,2.1,31,1.04,23,1.853,444.5,1.06,1.02,1.1,78.93846154,0.2,6.061538462
1.88,235,47,2.4,31,1.04,23,1.854,444.5,1.07,1.02,1.16,78.95384615,0.2,6.046153846
1.91,236,48,2.5,31,1.04,23,1.86,444.5,1.07,1.02,1.16,78.96923077,0.2,6.030769231
2.64,237,47,2.1,31,1.04,23,2.085,444.5,1.07,1.02,1.16,78.98461538,0.2,6.015384615
4.11,238,88.8,2,33,1.07,23,2.15,444.5,1.07,1.02,1.28,79,0.2,6
2.79,239,70.4,2,33,1.07,23,2.743,444.5,1.07,1.02,1.28,78.97435897,0.2,6
4.34,240,94.6,2,33,1.07,23,2.743,444.5,1.07,1.02,1.27,78.94871795,0.2,6
2.16,241,101.4,2,33,1.07,23,2.743,444.5,1.07,1.02,1.27,78.92307692,0.2,6
3.23,242,87.1,2,33,1.07,23,2.743,444.5,1.07,1.02,1.27,78.8974359,0.2,6
4.2,243,108.9,2,33,1.07,23,2.738,444.5,1.07,1.02,1.27,78.87179487,0.2,6
8.61,244,39.6,2,33,1.07,23,2.74,444.5,1.07,1.02,1.27,78.84615385,0.2,6
6.57,245,133.1,2,33,1.07,23,2.753,444.5,1.07,1.02,1.27,78.82051282,0.2,6
3.49,246,72.6,2,33,1.07,23,2.733,444.5,1.07,1.02,1.27,78.79487179,0.2,6
5.16,247,113.5,2,33,1.07,23,2.735,444.5,1.07,1.02,1.27,78.76923077,0.2,6
3.2,248,97.1,2,33,1.07,23,2.741,444.5,1.07,1.02,1.27,78.74358974,0.2,6
2.47,249,128.4,2,33,1.07,23,2.736,444.5,1.07,1.02,1.27,78.71794872,0.2,6
2.76,250,3.7,2,33,1.07,23,2.738,444.5,1.07,1.02,1.27,78.69230769,0.2,6
1.93,251,41.5,2,33,1.07,23,2.736,444.5,1.07,1.02,1.26,78.66666667,0.2,6
3.34,252,54.7,2,33,1.07,23,2.736,444.5,1.07,1.02,1.26,78.64102564,0.2,6
1.43,253,45.3,2,33,1.07,23,2.732,444.5,1.07,1.02,1.26,78.61538462,0.2,6
2.2,254,62.5,2,33,1.07,23,2.742,444.5,1.07,1.02,1.26,78.58974359,0.2,6
3.7,255,79.6,2,33,1.07,23,2.727,444.5,1.07,1.02,1.26,78.56410256,0.2,6
3.43,256,83.7,2,33,1.07,23,2.733,444.5,1.06,1.02,1.2,78.53846154,0.2,6
1.95,257,94.3,2,33,1.07,23,2.736,444.5,1.07,1.02,1.26,78.51282051,0.2,6
2.75,258,102.2,2,33,1.07,23,2.732,444.5,1.07,1.02,1.26,78.48717949,0.2,6
3.12,259,115.7,2,33,1.07,23,2.719,444.5,1.07,1.02,1.26,78.46153846,0.2,6
3,260,105.7,2,33,1.07,23,2.737,444.5,1.07,1.02,1.26,78.43589744,0.2,6
1.62,261,45.6,2,33,1.07,23,2.721,444.5,1.07,1.02,1.26,78.41025641,0.2,6
3.25,262,0,2,33,1.07,23,2.73,444.5,1.07,1.02,1.26,78.38461538,0.2,6
4.71,263,25.2,2,33,1.07,23,2.735,444.5,1.07,1.02,1.26,78.35897436,0.2,6
14.93,264,88,2,33,1.07,23,2.729,444.5,1.08,1.02,1.32,78.33333333,0.2,6
1.73,265,120.3,2,33,1.07,23,2.731,444.5,1.07,1.02,1.26,78.30769231,0.2,6
2.19,266,90,2,33,1.07,29,2.731,444.5,1.07,1.02,1.26,78.28205128,0.2,6
2.37,267,86.1,2,33,1.07,29,2.73,444.5,1.07,1.02,1.26,78.25641026,0.2,6
2.26,268,45.3,2,33,1.05,29,2.723,444.5,1.07,1.02,1.26,78.23076923,0.2,6
2.69,269,59.8,2,33,1.05,29,2.729,444.5,1.07,1.02,1.26,78.20512821,0.2,6
